id,title,price_billions,area_m2,district_id,legal_type,raw_facilities,vector_facilities,full_desc
pr43953888,SÓT LẠI DUY NHẤT CĂN HỘ 2PN+ 70M2 VIEW VƯỜN NHẬT ORIGAMI GIÁ TỐT 3.7 TỶ FULL VAT LH 0903 040 ***,3.7,70.0,Q6,DANG_CAP_NHAT,"Công viên, Trường học, Bệnh viện","[0,0,1,1,1,0]","Thông tin mô tả Căn hộ 2PN + hiếm diện tích lớn 70m² view vườn Nhât, Hồ cá Koi LH PKD: 0903 040 *** CEO Minh An Homes. Ưu đãi lên tới 1.75 tỷ, chỉ trong tháng 12/2025. Thông tin rõ ràng minh bạch, không đăng tin ảo, sai sự thật (Quý khách hàng nên cẩn trọng với những tin đăng giá rẻ). Căn hộ của chúng tôi: Diện tích: 70m². Loại căn hộ: 2PN + 1, 2WC. Giá gốc chưa VAT: 4.9 tỷ Giá ưu đãi: 3.76 tỷ gồm VAT Mua trực tiếp CDT Vinhomes. CĂN HOT DUY NHẤT Hỗ trợ vay lãi suất 0% tới 20/6/2026. Liên hệ: 0903 040 *** Mr Đức - zalo. Ngoài ra công ty chúng tôi còn quản lý giỏ hàng hơn 2000 căn hộ bán lại giá tốt tại các phân khu Rainbow, Origami, The Beverly, Solari, Opus One... Trụ sở công ty: NX - LP 108, Vinhomes Grand Park, P Long Bình, Tp Thủ Đức. Hơn 9 năm tư vấn các dòng sản phẩm của CDT Vinhomes - chắc chắn rằng quý anh chị sẽ có trải nghiệm tốt nhất khi làm việc với chúng tôi. LH: 0903 040 *** Mr Đức - Ceo Minh An Homes (zalo 24/7). Tiện ích nổi trội tại dự án: - Công viên ven sông 36ha. - Bệnh viện quốc tế Vinmec. - Trường học quốc tế Vinschool. - Hệ thống 1000 máy thể thao ngoài trời, 100 chòi nướng BBQ, công viên Nhật Bản, hồ cá Koi... Tại sao làm việc với chúng tôi. - Có kinh nghiệm tư vấn pháp luật, giải quyết tranh chấp và hạn chế rủi ro trong các giao dịch mua bán. - Nắm chắc và kĩ các chính sách ưu đãi của ngân hàng, bảng tính dòng tiền, lãi suất... - Nắm chắc thông tin về thị trường bất động sản nói chung, biến động thị trường ở dự án nói riêng. Văn phòng nằm trong dự án có đội ngũ sales trực 24/7 để dẫn khách hàng đi tham quan thực tế. Liên hệ: 0903 040 *** (zalo) Huy Đức để được hỗ trợ. Trân trọng cảm ơn!"
pr45136340,"Hương bán các căn tháng 2/2026 Dreamhome, giao dịch thật - không ảo. LH Hương: 0909 086 *** có zalo",2.25,52.0,Q8,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Hương chuyên bán căn hộ Dreamhome - Cần bán căn 2 phòng ngủ! - Thủ tục nhanh chóng/ uy tín & chuyên nghiệp. - Văn phòng tại Shop C01 - 19 chung cư Dreamhome. Bán các căn tháng 02/2026: - Căn 2 phòng ngủ, nhà mới 100%. View Thành phố. Giá bán: 2,250 tỷ. - Căn 2 phòng ngủ; Có thêm nội thất. Giá bán chỉ 2,350 tỷ (có Sofa, Tủ âm tường, rèm cửa). - Căn 2 phòng ngủ full nội thất gỗ. Giá bán 2,6 tỷ; Nhà mới 90%. - Căn 2 phòng ngủ full nội thất thiết kế đo đóng. Loại 62m². Giá bán chỉ 2,680 tỷ. - Căn góc 3 phòng ngủ; Nhà mới 90%, Có sẵn máy lạnh, Giường tủ. Giá bán 2,990 tỷ. - Căn 3 phòng ngủ; Căn góc. Nhà trống Giá chỉ 2,850 tỷ. Liên hệ xem nhà: 0909 086 *** Xem nhà (Hương không tiếp trung gian/ tiếp khách thiện chí Xem nhà)."
pr45135817,Em Hiệp chuyên bán căn hộ Eaton Park. Giỏ độc quyền cắt lỗ - sang nhượng - hàng chủ đầu tư,7.4,55.0,Q2,SOHONG,,"[0,0,0,0,0,0]","Thông tin mô tả Em Hiệp chuyên căn hộ Eaton Park - giỏ hàng độc quyền CĐT và giỏ hàng chuyển nhượng - giá cắt lỗ. - Em Hiệp chuyên bán căn hộ Eaton Park, Quận 2. Giỏ hàng bên em với hơn 100 căn bán. Đầy đủ các Block, view tầng hướng, theo nhu cầu và sở thích của quý anh chị khách hàng. - Bên em đăng giá thật 100%, không đăng giá ảo tránh mất thời gian của anh chị. - Giỏ hàng mua bán giá tốt nhất. 1 phòng ngủ. Diện tích: 50 - 55 m². Giá: 7.4 tỷ all in. 2 phòng ngủ. Diện tích: 75 - 80 m². Giá: 10 tỷ all in. 3 phòng ngủ. Diện tích: 103 m². Giá: 16.8 tỷ all in. Duplex. Diện tích: 114 m². Giá: 29.5 tỷ all in. Shophouse. Diện tích: 85 - 300 m². Giá: 41 - 100 tỷ all in. Penthouse. Diện tích: 320 m². Giá: 93 tỷ all in. * Giá 102% có VAT. Đã bao gồm 2% PBT. 5% tiền sổ hồng và toàn bộ thuế phí sang tên không phát sinh. * Giá bên em còn có thể thương lượng trực tiếp với chủ nhà. ---------------------------------------- Thông tin chi tiết quý anh chị liên hệ em 24/7 ạ. Liên hệ em Hiệp xem nhà ngay: 0906 671 ***."
pr44743692,"Quá Đẳng Cấp! Sở hữu vị trí triệu đô - Global City CT4, CT5 - BĐS hàng hiệu Q2, HCM. LH 0902 999 ***",7.79,80.6,Q2,DANG_CAP_NHAT,Công viên,"[0,0,1,0,0,0]","Thông tin mô tả Chính thức nhận booking 100 triệu/suất (có hoàn lại) ~ Khách booking sớm được tặng nhiều chính sách hấp dẫn trực tiếp từ Chủ Đầu Tư Masteri Homes: Masteri Cosmo Central (CT4) Masteri Park Place (CT5) 1) Loại hình căn hộ. - Căn 1PN, 1PN+: 47m, 53m, 57m - Căn 2PN: 73m, 76m, 80m - Căn 3PN: 100m đến 120m - Căn 4PN: 120m đến 150m - Căn hộ Duplex & Penthouse. * Liên hệ ngay văn phòng Masteri Homes: 0902 999 *** Mr Sỹ để được hỗ trợ lấy căn giá tốt nhất trực tiếp từ CĐT. ------------------------------ 2) Chính sách bán hàng. * Gía bán căn hộ Masteri Cosmo Central: - 1PN, 1PN + 1, 1WC giá từ 6.5 tỷ. - 2PN, 2WC giá từ 8 tỷ. - 3PN, 2WC giá từ 12 tỷ. - 4PN, 3WC giá từ 16 tỷ. * Chính sách ưu đãi trong tháng 01/2026: - Thanh toán theo tiến độ: Ck 7%. - Thanh toán nhanh: Ck 14%. - Khách hàng mới: Ck 1%. - Khách hàng Masterise Homes: Ck 2%. * Chính sách vay ngân hàng: - Thanh toán 30% vốn tự có đến khi nhận nhà và Ngân hàng Techcombank cho vay 70%. - Hỗ trợ lãi suất 0% sau bàn giao nhà đến 6 tháng. - Tặng 2 năm phí quản lý. ------------------ * Tiêu chuẩn bàn giao căn hộ Masteri Cosmo Central: - Cửa chính vào căn hộ trang bị cửa gỗ chống cháy. - Khóa cửa căn hộ sử dụng thương hiệu Hafele (Đức): Bao gồm các chức năng như mật mã, khóa từ, vân tay, khóa cơ. - Thiết bị bếp gồm: Tủ bếp trên + dưới, bồn rửa chén, bếp điện từ, máy hút mùi, sử dụng thương hiệu Hafele (Đức). - Full thiết bị vệ sinh cao cấp và trong toillet trang bị vách ngăn kính cường lực khung Inox. - Thiết bị điện thương hiệu Schneider Electric (Pháp). - Máy lạnh Mitsubishi (Nhật Bản). * Tiện ích nội khu cao cấp chuẩn khu Resort nghỉ dưỡng 5 sao chuẩn Quốc Tế. ------------------------------ 3) Thông tin tổng quan. Vị trí: Tọa lạc trung tâm The Global City 117,4ha và MĐXD chỉ 28% còn lại là mảng xanh và tiện ích. - Chủ đầu tư: Masterise Homes. - Thiết kế kiến trúc: Foster + Partners. - Thầu XD: Coteccons - Quy mô: 1.4 ha, cao 29 tầng, 2 tầng hầm, 4 tầng Shophouse. - Số lượng: 900 căn hộ. - Thời gian bàn giao dự kiến: Quý 3/2028. ------------------ 4) Các yếu tố tiềm năng tăng giá. - Nút giao An Phú: Với tổng mức đầu tư hơn 3.400 tỷ đồng. Quy mô phần đường từ 10 - 12 làn xe, phần hầm chui 4 làn xe hai chiều, các cầu vượt mỗi nhánh 2 làn xe. - Đường Liên Phường: Vốn đầu tư 3.563 tỷ đồng. Quy mô chiều dài 4,5 km, rộng 40 m với 6 làn xe. - Metro Bến Thành - Suối Tiên: Sau khi đường Liên Phường đi qua dự án hoàn thiện vào đầu năm 2025, cư dân tại Global City sẽ dễ dàng tiếp cận nhà ga metro số 1 tại dự án Masteri Thảo Điền chỉ trong vòng 5 phút di chuyển. - Cao tốc TP. HCM Long Thành Dầu Giây: Nâng cấp mở rộng từ 6 làn xe lên tới 10 làn xe. ------------------ * Liên hệ ngay văn phòng Masteri Homes: 0902 999 *** - Mr Sỹ để được hỗ trợ phân tích bài toán đầu tư hạ tầng. Global City viral west Global city ở đâu Masteri Global city Global city Masterise Homes The Global city Masterise Homes Global City Căn hộ CT4 Căn hộ CT5"
pr45101581,"Giỏ hàng ngoại giao Masteri Cosmo Central 1PN - 4PN chiết khấu cao nhất thị trường, PKD: 0973 034 ***",8.8,77.0,Q2,DANG_CAP_NHAT,Công viên,"[0,0,1,0,0,0]","Thông tin mô tả Mở bán đợt 1 CT4 Masteri Cosmo Central | The Global City. Vị trí đắc địa ngay kênh đào nhạc nước, trung tâm thương mại luxury lớn nhất Miền Nam, ngay trạm Metro - đẹp nhất khu đô thị The Global City. --------------------------------- Giá bán giỏ hàng ngoại giao: Căn 1PN (51 - 58m²): Từ 6,5 tỷ. Căn 2PN (73 - 80m²): Từ 8 tỷ. Căn 3PN (100 - 120m²): Từ 12 tỷ. Căn 4PN (120 - 150m²): Từ 16 tỷ. -------------------------------- Chính sách ưu đãi tháng 01/2026: Thanh toán theo tiến độ: Chiết khấu 7%. Thanh toán nhanh: Chiết khấu 14%. Khách hàng mới: + 1%. Khách hàng Masterise Homes: + 2%. Vay ngân hàng Techcombank 70%, vốn tự có 30%. Hỗ trợ lãi suất 0% đến 6 tháng sau khi nhận nhà. Tặng 2 năm phí quản lý. --------------------------------- Tiêu chuẩn bàn giao cao cấp: - Cửa chính chống cháy. - Khóa thông minh Hafele (Đức): Mã số, thẻ từ, vân tay. - Full bếp Hafele: Tủ bếp, bếp từ, máy hút mùi, bồn rửa. - Thiết bị vệ sinh cao cấp, vách kính cường lực. - Thiết bị điện Schneider (Pháp). - Máy lạnh Mitsubishi (Nhật Bản. --------------------------------- Liên hệ tư vấn & chọn căn đẹp: Hotline: 0973 034 *** - Tài Aquaman."
pr42554605,"DUY NHẤT 1 CĂN TỪ CĐT GIẢM 1.8 TỶ, THANH TOÁN 480 NGÀY, CĂN GÓC 2PN+ 3,3 TỶ, VIEW HỒ BƠI",1.8,59.0,Q9,DANG_CAP_NHAT,"Hồ bơi, Công viên, Bệnh viện","[1,0,1,0,1,0]","Thông tin mô tả Đốt cháy thị trường bất động sản - Origami tung ra chính sách "" điên rồ "" chưa từng có. CĐT Vinhomes tung ra chính sách chiết khấu 30%, thanh toán giãn 480 ngày, bàn giao full nội thất (tùy căn). Loại căn hộ: - 2PN+ 70m² giá : 3.3 tỷ - 1PN + 48m² giá : 2.4 tỷ. - 2PN 59m² giá : 2,8 tỷ. - 3PN - 81m² giá : 3,6 tỷ Giá bán trên chưa gồm VAT và PBT. Đặc biệt thanh toán giãn: 3 tháng thanh toán chỉ 5%. Ngoài ra công ty chúng tôi còn quản lý giỏ hàng hơn 2000 căn hộ bán lại giá tốt tại các phân khu Rainbow, Origami, The Beverly, Solari, Opus One... - Phân khu căn hộ Beverly. Chiết khấu thanh toán 14%, tặng học bổng Vinschool, tặng xe hơi VF3. - Phân khu căn hộ Glory Heights chiết khấu thanh toán lên tới 28%. - Phân khu căn hộ Solari chiết khấu thanh toán 17.3%. - Phân khu Opus One chiết khấu 10% thanh toán + 1 % bảo lãnh. - Bệnh viện Vinmec. - Trung tâm thương mại Vincom Mega Mall. - Tòa văn phòng hỗn hợp cao 45 tầng. - Công viên VinWonder 15 công viên tiện ích trong đại công viên 36ha. Là đại lý F1 của Chủ đầu tư Vinhomes. Với đội ngũ nhân viên tận tình, hỗ trợ pháp lý, tư vấn chuyên nghiệp, chính xác, biết nhiều ngoại ngữ, chắc chắn sẽ mang đến sự phù hợp, hài lòng và yên tâm cho khách hàng. Chúng tôi hỗ trợ khách hàng vay ngân hàng, cam kết 100% hồ sơ được duyệt vay. Ngoài những chương trình ưu đãi từ Chủ đầu tư, chúng tôi hỗ trợ gia chủ tìm khách thuê miễn phí, tặng voucher nội thất giảm giá 25%, quản lý và trông coi căn hộ giúp gia chủ. Các chi phí căn hộ. - Phí quản lý căn hộ: 8.800 - 16.000 VND/m/tháng. - Điện nước tính theo bảng giá nhà nước. - Phí gửi xe: 150.000 VND/ Tháng (Xe máy) 1.250.000 VND (Xe ô tô) (Miễn phí 2 năm đầu nếu là xe hãng Vinfast). - Các tiện ích miễn phí: Hồ bơi - sân bóng - sân tennis - bóng chuyền - bóng rổ... Xe bus nội khu - an ninh bảo vệ 24/7 - không gian cây xanh rộng lớn và công viên lớn nhất Đông Nam Á. LH: 0901 654 *** Em Tài xem nhà 24/7 luôn phục vụ tân tình."
pr45132766,"Chính chủ cần bán căn hộ 1PN+ vị trí đẹp, Glory Heights Vinhomes Grand Park (block GH3)",3.65,427.0,Q9,SOHONG,,"[0,0,0,0,0,0]","Thông tin mô tả Căn GH321.07, 1PN+, diện tích 42,7m², hướng Đông Nam, đã có sổ hồng. Vị trí đẹp, nhà mát, không nắng Tây, ở rất dễ chịu, đối diện nhìn thẳng qua Vincom. View nội khu thoáng, yên tĩnh, phù hợp gia đình ở lâu dài hoặc đầu tư cho thuê. Hiện trạng đang cho thuê 6,5tr/tháng. Căn chưa qua đầu tư lướt sóng, ngộp bank nên bán lỗ gấp. Giá bán: 3 tỉ 650tr, có thương lượng nhẹ nếu thiện chí vui vẻ, nhanh chóng. Liên hệ chính chủ: 0975 215 ***"
pr45131823,"Eaton Park - em chuyên săn những căn giá gốc cắt lỗ (55m2-6,2tỷ)(75m2-10tỷ)(103m2-16tỷ)(326m2-99tỷ)",6.2,75.0,Q2,DANG_CAP_NHAT,"Hồ bơi, Gym, Công viên","[1,1,1,0,0,0]","Thông tin mô tả Em chuyên nhận mua bán, chuyển nhượng căn hộ cao cấp Eaton Park, Quận 2: - Liên hệ 24/7: 0932 532 *** Ms. Ruby. - Văn phòng em ngay tại dự án và có sẵn nhiều chìa khóa nên có thể hỗ trợ quý anh chị xem nhà ngay. --------------------------------------------- Cập nhập rổ hàng chuyển nhượng hơn 100 căn như sau: Block A1. * (1PN - 1WC): Diện tích: 55m² - giá từ 7,9 tỷ đến 8,5 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 10 tỷ đến 11,2 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. Block A2. * (1PN - 1WC): Diện tích: 50m² đến 59m² - giá từ 7,7 tỷ đến 8,3 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 11,8 tỷ đến 11,5 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. Block A3. * (1PN - 1WC): Diện tích: 50m² đến 59m² - giá từ 9,7 tỷ đến 10 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 11 tỷ đến 14 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. Block A4. * (1PN - 1WC): Diện tích: 50m² đến 59m² - giá từ 9,7 tỷ đến 10 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 10,2 tỷ đến 11,3 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. Block A5. * (1PN - 1WC): Diện tích: 50m² đến 59m² - giá từ 6,2 tỷ đến 7,5 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 10,2 tỷ đến 11,3 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. Block A6. * (1PN - 1WC): Diện tích: 50m² đến 59m² - giá từ 7,8 tỷ đến 8 tỷ. * (2PN - 2WC): Diện tích: 75m² đến 79m² - giá từ 10,2 tỷ đến 11,3 tỷ. * (3PN - 2WC): Diện tích: 103m² - giá từ 16 tỷ đến 17 tỷ. - Quý khách hàng mua sang tên trực tiếp không chịu bất kỳ khoản phí nào trong quá trình mua bán. - Ngân hàng hỗ trợ vay 70% giá trị căn hộ, lãi suất ưu đãi, duyệt hồ sơ trong ngày. ---------------------------------------------- Đầy đủ tiện ích như: - Gym, sân vườn Yoga. - Sân tennis. - Hồ bơi vô cực chuẩn quốc tế. - Phòng sinh hoạt cộng đồng - phòng đọc sách. - Trung tâm thương mại. - Khu BBQ. - Công viên đi bộ."
pr43959642,CHÍNH CHỦ BÁN 02 CĂN 67m2 2PN -Q7 Riverside VIEW TRỰC DIỆN SÔNG CÓ HỖ TRỢ VAY 0932 139 ***,3.7,68.0,Q5,DANG_CAP_NHAT,"Công viên, Siêu thị","[0,0,1,0,0,1]","Thông tin mô tả Địa chỉ: Đường Đào Trí, P Phú Thuận, Quận 7. Lh: 0932 139 ***. + Căn 68m² có 2PN2WC. Giá 3.7 tỷ. kHÔNG phát sinh thêm chi phí + Vị trí căn đẹp view sông không gần thang máy, phòng rác. + Ngân hàng BIDV VCB Hồ sơ pháp lý Q7 SG Riverside: Sở hữu vĩnh viễn. Hình thức bàn giao: Bàn giao hoàn thiện full nội thất cao cấp. + Cửa gỗ cao cấp phủ Melamine chống cháy. + Sàn gỗ tiêu chuẩn Châu Âu (phòng ngủ). + Thiết bị vệ sinh ToTo. + Thiết bị điện Panasonic. + Smart Home BKAV. + Internet an toàn G - Smart. + Tặng trọn bộ bếp Malloca (bếp từ, máy hút khói, chậu rửa vòi rửa, mặt đá cao cấp Solid Surface, kính cường lực ốp bếp... ). + Tích hợp hơn 50 tiện ích hàng đầu ngay tại dự án: 2 đại siêu thị diện tích sàn 2000m², Phố đi bộ Nguyễn Huệ thu nhỏ, cầu khóa tình yêu, hồ cảnh quan trung tâm, khu tắm nắng, khu BBQ, vườn trên không."
pr44755592,"Bán 3PN 81m2 Origami tặng KH 14.5 cây vàng, Thanh toán giãn 480 ngày, Cơ hội chốt lãi BĐS cuối năm",3.7,81.5,Q9,DANG_CAP_NHAT,"Công viên, Trường học, Bệnh viện","[0,0,1,1,1,0]","Thông tin mô tả Sốc, CDT Vinhomes giỏ hàng căn hộ Origami chiết khấu đến 14,5 Cây Vàng/căn. Thanh toán giãn nhẹ từ 180 đến 480 ngày, bàn giao FULL nội thất (tùy căn). Giá tốt hiếm có đón đầu Sóng cơ sở hạ tầng Vành Đai 3 vận hành 2026. * Liên hệ Phòng KD Vinhomes: 0906 929 *** (hỗ trợ 24/7) Thông tin loại căn hộ: - Căn 2PN+ | DT: 69,5m | Giá 3.499 tỷ - Căn 3PN | DT: 81.5m | Giá 3.699 tỷ (Giá niêm yết từ CĐT, Giá bán trên chưa gồm VAT và KPBT). - Đặc biệt thanh toán giãn: 3 tháng thanh toán chỉ 5% - Thanh toán siêu giãn tới tháng 8/2026. - Thanh toán sớm nhận nhà tháng 03/2026 hoặc tháng 06/2026 - Liên hệ: 0906 929 *** Giám đốc F1 dự án The Origami để được hỗ trợ tư vấn chi tiết. Ngoài ra, đơn vị chúng tôi còn quản lý giỏ hàng hơn 2000 căn hộ bán lại giá tốt tại các phân khu Rainbow, Origami, The Beverly, Solari, Opus One... Ngoài ra các phân khu khác đều có những chính sách cực kỳ hấp dẫn: - Phân khu căn hộ The Beverly - Chiết khấu thanh toán 14%, tặng học bổng Vinschool, tặng xe hơi VF3 - Phân khu căn hộ Glory Heights - chiết khấu thanh toán lên tới 28% - Phân khu căn hộ Solari - chiết khấu thanh toán 20.3% - Phân khu cao cấp The Opus One - chiết khấu 10% thanh toán + 1 % bảo lãnh. Trụ sở công ty: Manhattan Glory, Vinhomes Grand Park, P. Long Bình, TP. HCM. Chúng tôi - đội ngũ tư vấn hơn 10 năm kinh nghiệm các dòng sản phẩm của CĐT Vinhomes - chắc chắn rằng quý anh chị sẽ có trải nghiệm tốt nhất khi làm việc với chúng tôi. LH: 0906 929 *** PKD F1 Vinhomes (zalo 24/7). Tiện ích nổi trội tại dự án: - Công viên ven sông 36ha - Bệnh viện quốc tế Vinmec - Hệ liên cấp Trường học quốc tế Vinschool - TTTM Vincom Mega Mall - Hệ thống 1000 máy thể thao ngoài trời, 100 chòi nướng BBQ, công viên Nhật Bản, hồ cá Koi, khu vui chơi giải trí VinWonder,... Tại sao làm việc với chúng tôi: - Tư vấn thật, báo giá thật. - Có kinh nghiệm tư vấn pháp luật, giải quyết tranh chấp và hạn chế rủi ro trong các giao dịch mua bán. - Nắm chắc và kĩ các chính sách ưu đãi của ngân hàng, bảng tính dòng tiền, lãi suất... - Nắm chắc thông tin về thị trường bất động sản nói chung, biến động thị trường ở dự án nói riêng. - Văn phòng nằm tại dự án, hỗ trợ và xử lý kịp thời cho Quý Khách Hàng. Rất mong được cộng tác cùng Quý Khách Hàng!"
pr43658547,Nắm full giỏ hàng đang bán tại Empire City 1PN-2PN-3PN-4PN mới nhất. Cam kết giá rẻ nhất thị trường,14.0,64.0,Q2,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả - Nguyễn Trường đã giao dịch hơn 100 căn hộ trong năm 2024 tự tin hỗ trợ anh chị giỏ hàng tốt nhất. - Liên hệ: 0984 414 *** - Nguyễn Trường xem nhà 24/7. - Chuyên dự án Empire City Thủ Thiêm - Nắm full giỏ hàng bán 1PN - 2PN - 3PN - 4PN - Duplex - Penthouse (cập nhật tháng 2/2026). - Chủ nhà giao tin tưởng giao quản lý độc quyền nhiều căn, nắm pass và chìa xem nhà mọi lúc. - Cập nhật giỏ hàng căn hộ cao cấp Empire City Thủ Thiêm. + Căn hộ 1PN diện tích 64m². - Giá bán từ 14 tỷ đến 20 tỷ (bếp, rèm, máy lạnh, tủ quần áo). + Căn hộ 2PN diện tích (86m², 94m², 100m²). - Giá bán từ 19 tỷ đến 25 tỷ (bếp, rèm, máy lạnh, tủ quần áo). + Căn hộ 3PN diện tích (127m², 185m²) - Có thang máy riêng, phòng riêng cho gia nhân. - Giá bán từ 26 tỷ đến 62 tỷ (bếp, rèm, máy lạnh, tủ quần áo). + Căn hộ 4PN diện tích (191m², 249m²) - Có thang máy riêng, phòng riêng cho gia nhân. - Giá bán từ 55 tỷ đến 110 tỷ (bếp, rèm, máy lạnh, tủ quần áo). + Duplex diện tích (204m², 249m²). - Có thang máy riêng, phòng riêng cho gia nhân. - Giá bán từ 80 tỷ đến 100 tỷ (bếp, rèm, máy lạnh, tủ quần áo). + Penthouse diện tích (355m², 407m²). - Có thang máy riêng, phòng riêng cho gia nhân. - Giá bán từ 190 tỷ đến 360 tỷ (bếp, rèm, máy lạnh, tủ quần áo). (Giá bán thay đổi là tùy thuộc vào nội thất cơ bản hay full, tầng, view). Liên hệ: 0984 414 *** - Nguyễn Trường xem nhà 24/7. Full giỏ hàng cho thuê và bán tại Empire City Thủ Thiêm. Cung cấp thông tin chính xác - không đăng ảo - đăng là có hàng."
pr44617719,Bán căn hộ Vinhomes Central Park & Landmark 81 giá tốt nhất (1-2-3-4 PN). LH 0916 946 ***,15.0,85.0,Q5,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Kính gửi quý khách hàng danh sách các căn hộ đang rao bán tại Vinhomes Central Park. * Căn 2 phòng ngủ. - DT 85m² - NT cơ bản. Giá 9.2 tỷ. - DT 86m² - full nội thất Giá chỉ từ 10,65 tỷ. - DT 87m² - NT cơ bản. Giá 11.5 tỷ. - DT 92m² - full nội thất Giá 10.9 tỷ. LH 0916 946 ***. * Căn 3 phòng ngủ. - DT 109m² - Full NT. Giá 12,15 tỷ. - DT 126m² - Full NT. Giá 13.2tỷ. - DT 118m² - NT cơ bản. Giá 11,9 tỷ. - DT 120m² - NT cơ bản. Giá 15 tỷ. LH 0916 946 ***. * Căn 4 phòng ngủ. - DT 188m² - full nội thất. Giá 31 tỷ. - DT 150m² - Full NT. Giá 24 tỷ. LH 0916 946 ***. Tìm được cho khách hàng ngôi nhà mơ ước là hạnh phúc của tôi - Với hơn 8 năm kinh nghiệm, hỗ trợ hàng trăm khách hàng, chúng tôi luôn nỗ lực để tìm kiếm cho quý khách hàng những căn hộ tốt nhất! Chúng tôi cam kết cung cấp cho bạn những lời khuyên thiết thực và kinh tế nhất cho tất cả nhu cầu bất động sản của bạn. Kiến thức thị trường, tận tâm và chuyên nghiệp, hãy liên hệ ngay để mua hoặc thuê nhà một cách tự tin. Số điện thoại 0916 946 ***."
